season,week,n_active,actual_elim_count,predicted_elim_count,actual_elims,predicted_elims,exact_match,jaccard,missing_vote_estimates
9,2,16,16,16,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,1,1.0,16
9,3,16,16,16,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,1,1.0,16
9,4,16,16,16,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,1,1.0,16
9,5,16,16,16,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,1,1.0,16
9,6,16,16,16,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,1,1.0,16
9,7,16,16,16,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,1,1.0,16
9,8,16,16,16,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,1,1.0,16
9,9,16,16,16,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,1,1.0,16
9,10,16,16,16,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,Aaron Carter               ;Ashley Hamiliton           ;Chuck Liddell              ;Debi Mazar                 ;Donny Osmond               ;Joanna Krupa               ;Kathy Ireland              ;Kelly Osbourne             ;Louie Vito                 ;Macy Gray                  ;Mark Dacascos              ;Melissa Joan Hart          ;Michael Irvin              ;Mya                        ;Natalie Coughlin           ;Tom DeLay                  ,1,1.0,16
10,1,11,11,11,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,1,1.0,11
10,2,11,11,11,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,1,1.0,11
10,3,11,11,11,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,1,1.0,11
10,4,11,11,11,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,1,1.0,11
10,5,11,11,11,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,1,1.0,11
10,6,11,11,11,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,1,1.0,11
10,7,11,11,11,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,1,1.0,11
10,8,11,11,11,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,1,1.0,11
10,9,11,11,11,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,1,1.0,11
10,10,11,11,11,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,Aiden Turner               ;Buzz Aldrin                ;Chad Ochocinco             ;Erin Andrews               ;Evan Lysacek               ;Jake Pavelka               ;Kate Gosselin              ;Nicole Scherzinger         ;Niecy Nash                 ;Pamela Anderson            ;Shannen Doherty            ,1,1.0,11
11,1,12,12,12,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,1,1.0,12
11,2,12,12,12,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,1,1.0,12
11,3,12,12,12,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,1,1.0,12
11,4,12,12,12,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,1,1.0,12
11,5,12,12,12,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,1,1.0,12
11,6,12,12,12,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,1,1.0,12
11,7,12,12,12,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,1,1.0,12
11,8,12,12,12,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,1,1.0,12
11,9,12,12,12,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,1,1.0,12
11,10,12,12,12,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,Audrina Patridge           ;Brandy                     ;Bristol Palin              ;David Hasselhoff           ;Florence Henderson         ;Jennifer Grey              ;Kurt Warner                ;Kyle Massey                ;Margaret Cho               ;Michael Bolton             ;Rick Fox                   ;The Situation              ,1,1.0,12
12,1,11,11,11,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,1,1.0,11
12,2,11,11,11,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,1,1.0,11
12,3,11,11,11,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,1,1.0,11
12,4,11,11,11,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,1,1.0,11
12,5,11,11,11,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,1,1.0,11
12,6,11,11,11,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,1,1.0,11
12,7,11,11,11,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,1,1.0,11
12,8,11,11,11,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,1,1.0,11
12,9,11,11,11,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,1,1.0,11
12,10,11,11,11,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,Chelsea Kane               ;Chris Jericho              ;Hines Ward                 ;Kendra Wilkinson           ;Kirstie Alley              ;Mike Catherwood            ;Petra Nemcova              ;Ralph Macchio              ;Romeo                      ;Sugar Ray Leonard          ;Wendy Williams             ,1,1.0,11
13,1,12,12,12,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,1,1.0,12
13,2,12,12,12,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,1,1.0,12
13,3,12,12,12,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,1,1.0,12
13,4,12,12,12,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,1,1.0,12
13,5,12,12,12,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,1,1.0,12
13,6,12,12,12,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,1,1.0,12
13,7,12,12,12,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,1,1.0,12
13,8,12,12,12,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,1,1.0,12
13,9,12,12,12,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,1,1.0,12
13,10,12,12,12,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,Carson Kressley            ;Chaz Bono                  ;Chynna Phillips            ;David Arquette             ;Elisabetta Canalis         ;Hope Solo                  ;J.R. Martinez              ;Kristin Cavallari          ;Metta World Peace (Ron)    ;Nancy Grace                ;Ricki Lake                 ;Rob Kardashian             ,1,1.0,12
