season, week, method , bottom2_save, rank_tie_method, k_official, n_active_before, eliminated_pred
     9,    6, rank   , True        , min            ,          2,              10, Melissa Joan Hart; Michael Irvin
     9,    7, rank   , True        , min            ,          2,               8, Louie Vito; Natalie Coughlin
     9,    8, rank   , True        , min            ,          1,               6, Mark Dacascos
     9,    9, rank   , True        , min            ,          1,               5, Aaron Carter
     9,   10, rank   , True        , min            ,          0,               4, 
     9,    1, rank   , False       , average        ,          2,              16, Macy Gray; Ashley Hamiliton
     9,    2, rank   , False       , average        ,          1,              14, Kathy Ireland
     9,    3, rank   , False       , average        ,          1,              13, Debi Mazar
     9,    4, rank   , False       , average        ,          1,              12, Chuck Liddell
     9,    5, rank   , False       , average        ,          1,              11, Natalie Coughlin
     9,    6, rank   , False       , average        ,          2,              10, Melissa Joan Hart; Louie Vito
     9,    7, rank   , False       , average        ,          2,               8, Mark Dacascos; Michael Irvin
     9,    8, rank   , False       , average        ,          1,               6, Tom DeLay
     9,    9, rank   , False       , average        ,          1,               5, Aaron Carter
     9,   10, rank   , False       , average        ,          0,               4, 
     9,    1, rank   , True        , average        ,          2,              16, Macy Gray; Ashley Hamiliton
     9,    2, rank   , True        , average        ,          1,              14, Kathy Ireland
     9,    3, rank   , True        , average        ,          1,              13, Debi Mazar
     9,    4, rank   , True        , average        ,          1,              12, Tom DeLay
     9,    5, rank   , True        , average        ,          1,              11, Chuck Liddell
     9,    6, rank   , True        , average        ,          2,              10, Melissa Joan Hart; Michael Irvin
     9,    7, rank   , True        , average        ,          2,               8, Louie Vito; Natalie Coughlin
     9,    8, rank   , True        , average        ,          1,               6, Mark Dacascos
     9,    9, rank   , True        , average        ,          1,               5, Aaron Carter
     9,   10, rank   , True        , average        ,          0,               4, 
    10,    1, percent, False       ,                ,          0,              11, 
    10,    2, percent, False       ,                ,          1,              11, Buzz Aldrin
    10,    3, percent, False       ,                ,          1,              10, Shannen Doherty
    10,    4, percent, False       ,                ,          1,               9, Aiden Turner
    10,    5, percent, False       ,                ,          1,               8, Kate Gosselin
    10,    6, percent, False       ,                ,          1,               7, Jake Pavelka
    10,    7, percent, False       ,                ,          1,               6, Pamela Anderson
    10,    8, percent, False       ,                ,          1,               5, Niecy Nash
    10,    9, percent, False       ,                ,          1,               4, Chad Ochocinco
    10,   10, percent, False       ,                ,          0,               3, 
    10,    1, percent, True        ,                ,          0,              11, 
    10,    2, percent, True        ,                ,          1,              11, Buzz Aldrin
    10,    3, percent, True        ,                ,          1,              10, Shannen Doherty
    10,    4, percent, True        ,                ,          1,               9, Kate Gosselin
    10,    5, percent, True        ,                ,          1,               8, Aiden Turner
    10,    6, percent, True        ,                ,          1,               7, Jake Pavelka
    10,    7, percent, True        ,                ,          1,               6, Niecy Nash
    10,    8, percent, True        ,                ,          1,               5, Pamela Anderson
    10,    9, percent, True        ,                ,          1,               4, Chad Ochocinco
    10,   10, percent, True        ,                ,          0,               3, 
    10,    1, rank   , False       , min            ,          0,              11, 
    10,    2, rank   , False       , min            ,          1,              11, Buzz Aldrin
    10,    3, rank   , False       , min            ,          1,              10, Kate Gosselin
    10,    4, rank   , False       , min            ,          1,               9, Aiden Turner
    10,    5, rank   , False       , min            ,          1,               8, Shannen Doherty
    10,    6, rank   , False       , min            ,          1,               7, Jake Pavelka
    10,    7, rank   , False       , min            ,          1,               6, Niecy Nash
    10,    8, rank   , False       , min            ,          1,               5, Chad Ochocinco
    10,    9, rank   , False       , min            ,          1,               4, Pamela Anderson
    10,   10, rank   , False       , min            ,          0,               3, 
    10,    1, rank   , True        , min            ,          0,              11, 
    10,    2, rank   , True        , min            ,          1,              11, Buzz Aldrin
    10,    3, rank   , True        , min            ,          1,              10, Shannen Doherty
    10,    4, rank   , True        , min            ,          1,               9, Kate Gosselin
    10,    5, rank   , True        , min            ,          1,               8, Aiden Turner
    10,    6, rank   , True        , min            ,          1,               7, Jake Pavelka
    10,    7, rank   , True        , min            ,          1,               6, Niecy Nash
    10,    8, rank   , True        , min            ,          1,               5, Pamela Anderson
    10,    9, rank   , True        , min            ,          1,               4, Chad Ochocinco
    10,   10, rank   , True        , min            ,          0,               3, 
    10,    1, rank   , False       , average        ,          0,              11, 
    10,    2, rank   , False       , average        ,          1,              11, Buzz Aldrin
    10,    3, rank   , False       , average        ,          1,              10, Kate Gosselin
    10,    4, rank   , False       , average        ,          1,               9, Aiden Turner
    10,    5, rank   , False       , average        ,          1,               8, Shannen Doherty
    10,    6, rank   , False       , average        ,          1,               7, Jake Pavelka
    10,    7, rank   , False       , average        ,          1,               6, Niecy Nash
    10,    8, rank   , False       , average        ,          1,               5, Chad Ochocinco
    10,    9, rank   , False       , average        ,          1,               4, Pamela Anderson
    10,   10, rank   , False       , average        ,          0,               3, 
    10,    1, rank   , True        , average        ,          0,              11, 
    10,    2, rank   , True        , average        ,          1,              11, Buzz Aldrin
    10,    3, rank   , True        , average        ,          1,              10, Shannen Doherty
    10,    4, rank   , True        , average        ,          1,               9, Kate Gosselin
    10,    5, rank   , True        , average        ,          1,               8, Aiden Turner
    10,    6, rank   , True        , average        ,          1,               7, Jake Pavelka
    10,    7, rank   , True        , average        ,          1,               6, Niecy Nash
    10,    8, rank   , True        , average        ,          1,               5, Pamela Anderson
    10,    9, rank   , True        , average        ,          1,               4, Chad Ochocinco
    10,   10, rank   , True        , average        ,          0,               3, 
    11,    1, percent, False       ,                ,          1,              12, David Hasselhoff
    11,    2, percent, False       ,                ,          1,              11, Michael Bolton
    11,    3, percent, False       ,                ,          1,              10, Margaret Cho
    11,    4, percent, False       ,                ,          1,               9, The Situation
    11,    5, percent, False       ,                ,          1,               8, Florence Henderson
    11,    6, percent, False       ,                ,          1,               7, Audrina Patridge
    11,    7, percent, False       ,                ,          1,               6, Rick Fox
    11,    8, percent, False       ,                ,          1,               5, Kurt Warner
    11,    9, percent, False       ,                ,          1,               4, Brandy
    11,   10, percent, False       ,                ,          0,               3, 
    11,    1, percent, True        ,                ,          1,              12, David Hasselhoff
    11,    2, percent, True        ,                ,          1,              11, Michael Bolton
    11,    3, percent, True        ,                ,          1,              10, Margaret Cho
    11,    4, percent, True        ,                ,          1,               9, The Situation
    11,    5, percent, True        ,                ,          1,               8, Florence Henderson
    11,    6, percent, True        ,                ,          1,               7, Rick Fox
    11,    7, percent, True        ,                ,          1,               6, Audrina Patridge
    11,    8, percent, True        ,                ,          1,               5, Kurt Warner
    11,    9, percent, True        ,                ,          1,               4, Bristol Palin
    11,   10, percent, True        ,                ,          0,               3, 
    11,    1, rank   , False       , min            ,          1,              12, David Hasselhoff
    11,    2, rank   , False       , min            ,          1,              11, Michael Bolton
    11,    3, rank   , False       , min            ,          1,              10, Margaret Cho
    11,    4, rank   , False       , min            ,          1,               9, The Situation
    11,    5, rank   , False       , min            ,          1,               8, Florence Henderson
    11,    6, rank   , False       , min            ,          1,               7, Kurt Warner
    11,    7, rank   , False       , min            ,          1,               6, Audrina Patridge
    11,    8, rank   , False       , min            ,          1,               5, Rick Fox
    11,    9, rank   , False       , min            ,          1,               4, Brandy
    11,   10, rank   , False       , min            ,          0,               3, 
    11,    1, rank   , True        , min            ,          1,              12, David Hasselhoff
    11,    2, rank   , True        , min            ,          1,              11, Michael Bolton
    11,    3, rank   , True        , min            ,          1,              10, Margaret Cho
    11,    4, rank   , True        , min            ,          1,               9, The Situation
    11,    5, rank   , True        , min            ,          1,               8, Florence Henderson
    11,    6, rank   , True        , min            ,          1,               7, Kurt Warner
    11,    7, rank   , True        , min            ,          1,               6, Audrina Patridge
    11,    8, rank   , True        , min            ,          1,               5, Rick Fox
    11,    9, rank   , True        , min            ,          1,               4, Bristol Palin
    11,   10, rank   , True        , min            ,          0,               3, 
    11,    1, rank   , False       , average        ,          1,              12, David Hasselhoff
    11,    2, rank   , False       , average        ,          1,              11, Michael Bolton
    11,    3, rank   , False       , average        ,          1,              10, Margaret Cho
    11,    4, rank   , False       , average        ,          1,               9, The Situation
    11,    5, rank   , False       , average        ,          1,               8, Florence Henderson
    11,    6, rank   , False       , average        ,          1,               7, Kurt Warner
    11,    7, rank   , False       , average        ,          1,               6, Audrina Patridge
    11,    8, rank   , False       , average        ,          1,               5, Rick Fox
    11,    9, rank   , False       , average        ,          1,               4, Brandy
    11,   10, rank   , False       , average        ,          0,               3, 
    11,    1, rank   , True        , average        ,          1,              12, David Hasselhoff
    11,    2, rank   , True        , average        ,          1,              11, Michael Bolton
    11,    3, rank   , True        , average        ,          1,              10, Margaret Cho
    11,    4, rank   , True        , average        ,          1,               9, The Situation
    11,    5, rank   , True        , average        ,          1,               8, Florence Henderson
    11,    6, rank   , True        , average        ,          1,               7, Kurt Warner
    11,    7, rank   , True        , average        ,          1,               6, Audrina Patridge
    11,    8, rank   , True        , average        ,          1,               5, Rick Fox
    11,    9, rank   , True        , average        ,          1,               4, Bristol Palin
    11,   10, rank   , True        , average        ,          0,               3, 
    12,    1, percent, False       ,                ,          0,              11, 
    12,    2, percent, False       ,                ,          1,              11, Mike Catherwood
    12,    3, percent, False       ,                ,          1,              10, Wendy Williams
    12,    4, percent, False       ,                ,          1,               9, Sugar Ray Leonard
    12,    5, percent, False       ,                ,          1,               8, Petra Nemcova
    12,    6, percent, False       ,                ,          1,               7, Chris Jericho
    12,    7, percent, False       ,                ,          1,               6, Kendra Wilkinson
    12,    8, percent, False       ,                ,          1,               5, Romeo
    12,    9, percent, False       ,                ,          1,               4, Ralph Macchio
    12,   10, percent, False       ,                ,          0,               3, 
    12,    1, percent, True        ,                ,          0,              11, 
    12,    2, percent, True        ,                ,          1,              11, Mike Catherwood
    12,    3, percent, True        ,                ,          1,              10, Wendy Williams
    12,    4, percent, True        ,                ,          1,               9, Sugar Ray Leonard
    12,    5, percent, True        ,                ,          1,               8, Petra Nemcova
    12,    6, percent, True        ,                ,          1,               7, Chris Jericho
    12,    7, percent, True        ,                ,          1,               6, Romeo
    12,    8, percent, True        ,                ,          1,               5, Kendra Wilkinson
    12,    9, percent, True        ,                ,          1,               4, Ralph Macchio
    12,   10, percent, True        ,                ,          0,               3, 
    12,    1, rank   , False       , min            ,          0,              11, 
    12,    2, rank   , False       , min            ,          1,              11, Mike Catherwood
    12,    3, rank   , False       , min            ,          1,              10, Wendy Williams
    12,    4, rank   , False       , min            ,          1,               9, Sugar Ray Leonard
    12,    5, rank   , False       , min            ,          1,               8, Petra Nemcova
    12,    6, rank   , False       , min            ,          1,               7, Chris Jericho
    12,    7, rank   , False       , min            ,          1,               6, Kendra Wilkinson
    12,    8, rank   , False       , min            ,          1,               5, Romeo
    12,    9, rank   , False       , min            ,          1,               4, Ralph Macchio
    12,   10, rank   , False       , min            ,          0,               3, 
    12,    1, rank   , True        , min            ,          0,              11, 
    12,    2, rank   , True        , min            ,          1,              11, Mike Catherwood
    12,    3, rank   , True        , min            ,          1,              10, Wendy Williams
    12,    4, rank   , True        , min            ,          1,               9, Kendra Wilkinson
    12,    5, rank   , True        , min            ,          1,               8, Sugar Ray Leonard
    12,    6, rank   , True        , min            ,          1,               7, Petra Nemcova
    12,    7, rank   , True        , min            ,          1,               6, Chris Jericho
    12,    8, rank   , True        , min            ,          1,               5, Ralph Macchio
    12,    9, rank   , True        , min            ,          1,               4, Romeo
    12,   10, rank   , True        , min            ,          0,               3, 
    12,    1, rank   , False       , average        ,          0,              11, 
    12,    2, rank   , False       , average        ,          1,              11, Mike Catherwood
    12,    3, rank   , False       , average        ,          1,              10, Wendy Williams
    12,    4, rank   , False       , average        ,          1,               9, Sugar Ray Leonard
    12,    5, rank   , False       , average        ,          1,               8, Petra Nemcova
    12,    6, rank   , False       , average        ,          1,               7, Chris Jericho
    12,    7, rank   , False       , average        ,          1,               6, Romeo
    12,    8, rank   , False       , average        ,          1,               5, Kendra Wilkinson
    12,    9, rank   , False       , average        ,          1,               4, Ralph Macchio
    12,   10, rank   , False       , average        ,          0,               3, 
    12,    1, rank   , True        , average        ,          0,              11, 
    12,    2, rank   , True        , average        ,          1,              11, Mike Catherwood
    12,    3, rank   , True        , average        ,          1,              10, Wendy Williams
    12,    4, rank   , True        , average        ,          1,               9, Sugar Ray Leonard
    12,    5, rank   , True        , average        ,          1,               8, Petra Nemcova
    12,    6, rank   , True        , average        ,          1,               7, Chris Jericho
    12,    7, rank   , True        , average        ,          1,               6, Romeo
    12,    8, rank   , True        , average        ,          1,               5, Kendra Wilkinson
    12,    9, rank   , True        , average        ,          1,               4, Ralph Macchio
    12,   10, rank   , True        , average        ,          0,               3, 
    13,    1, percent, False       ,                ,          1,              12, Metta World Peace (Ron)
    13,    2, percent, False       ,                ,          1,              11, Elisabetta Canalis
    13,    3, percent, False       ,                ,          1,              10, Kristin Cavallari
    13,    4, percent, False       ,                ,          1,               9, Chynna Phillips
    13,    5, percent, False       ,                ,          1,               8, Carson Kressley
    13,    6, percent, False       ,                ,          1,               7, Chaz Bono
    13,    7, percent, False       ,                ,          1,               6, David Arquette
    13,    8, percent, False       ,                ,          1,               5, Nancy Grace
    13,    9, percent, False       ,                ,          1,               4, Hope Solo
    13,   10, percent, False       ,                ,          0,               3, 
    13,    1, percent, True        ,                ,          1,              12, Metta World Peace (Ron)
    13,    2, percent, True        ,                ,          1,              11, Elisabetta Canalis
    13,    3, percent, True        ,                ,          1,              10, Kristin Cavallari
    13,    4, percent, True        ,                ,          1,               9, Carson Kressley
    13,    5, percent, True        ,                ,          1,               8, Chynna Phillips
    13,    6, percent, True        ,                ,          1,               7, Chaz Bono
    13,    7, percent, True        ,                ,          1,               6, Nancy Grace
    13,    8, percent, True        ,                ,          1,               5, David Arquette
    13,    9, percent, True        ,                ,          1,               4, Hope Solo
    13,   10, percent, True        ,                ,          0,               3, 
    13,    1, rank   , False       , min            ,          1,              12, Metta World Peace (Ron)
    13,    2, rank   , False       , min            ,          1,              11, Carson Kressley
    13,    3, rank   , False       , min            ,          1,              10, Elisabetta Canalis
    13,    4, rank   , False       , min            ,          1,               9, Kristin Cavallari
    13,    5, rank   , False       , min            ,          1,               8, Chaz Bono
    13,    6, rank   , False       , min            ,          1,               7, Chynna Phillips
    13,    7, rank   , False       , min            ,          1,               6, David Arquette
    13,    8, rank   , False       , min            ,          1,               5, Nancy Grace
    13,    9, rank   , False       , min            ,          1,               4, Hope Solo
    13,   10, rank   , False       , min            ,          0,               3, 
    13,    1, rank   , True        , min            ,          1,              12, Metta World Peace (Ron)
    13,    2, rank   , True        , min            ,          1,              11, Carson Kressley
    13,    3, rank   , True        , min            ,          1,              10, Elisabetta Canalis
    13,    4, rank   , True        , min            ,          1,               9, Kristin Cavallari
    13,    5, rank   , True        , min            ,          1,               8, Chynna Phillips
    13,    6, rank   , True        , min            ,          1,               7, Chaz Bono
    13,    7, rank   , True        , min            ,          1,               6, Nancy Grace
    13,    8, rank   , True        , min            ,          1,               5, David Arquette
    13,    9, rank   , True        , min            ,          1,               4, Hope Solo
    13,   10, rank   , True        , min            ,          0,               3, 
    13,    1, rank   , False       , average        ,          1,              12, Metta World Peace (Ron)
    13,    2, rank   , False       , average        ,          1,              11, Carson Kressley
    13,    3, rank   , False       , average        ,          1,              10, Elisabetta Canalis
    13,    4, rank   , False       , average        ,          1,               9, Chynna Phillips
    13,    5, rank   , False       , average        ,          1,               8, Chaz Bono
    13,    6, rank   , False       , average        ,          1,               7, Kristin Cavallari
    13,    7, rank   , False       , average        ,          1,               6, David Arquette
    13,    8, rank   , False       , average        ,          1,               5, Nancy Grace
    13,    9, rank   , False       , average        ,          1,               4, Hope Solo
    13,   10, rank   , False       , average        ,          0,               3, 
    13,    1, rank   , True        , average        ,          1,              12, Metta World Peace (Ron)
    13,    2, rank   , True        , average        ,          1,              11, Carson Kressley
    13,    3, rank   , True        , average        ,          1,              10, Elisabetta Canalis
    13,    4, rank   , True        , average        ,          1,               9, Kristin Cavallari
    13,    5, rank   , True        , average        ,          1,               8, Chynna Phillips
    13,    6, rank   , True        , average        ,          1,               7, Chaz Bono
    13,    7, rank   , True        , average        ,          1,               6, Nancy Grace
    13,    8, rank   , True        , average        ,          1,               5, David Arquette
    13,    9, rank   , True        , average        ,          1,               4, Hope Solo
    13,   10, rank   , True        , average        ,          0,               3, 
    14,    1, percent, False       ,                ,          0,              12, 
    14,    2, percent, False       ,                ,          1,              12, Martina Navratilova
    14,    3, percent, False       ,                ,          1,              11, Jack Wagner
    14,    4, percent, False       ,                ,          1,              10, Sherri Sheperd
    14,    5, percent, False       ,                ,          1,               9, Gavin DeGraw
    14,    6, percent, False       ,                ,          1,               8, Gladys Knight
    14,    7, percent, False       ,                ,          1,               7, Jaleel White
    14,    8, percent, False       ,                ,          2,               6, Melissa Gilbert; Roshon Fegan
    14,    9, percent, False       ,                ,          1,               4, Maria Menounos
    14,   10, percent, False       ,                ,          0,               3, 
    14,    1, percent, True        ,                ,          0,              12, 
    14,    2, percent, True        ,                ,          1,              12, Martina Navratilova
    14,    3, percent, True        ,                ,          1,              11, Jack Wagner
    14,    4, percent, True        ,                ,          1,              10, Sherri Sheperd
    14,    5, percent, True        ,                ,          1,               9, Gavin DeGraw
    14,    6, percent, True        ,                ,          1,               8, Gladys Knight
    14,    7, percent, True        ,                ,          1,               7, Melissa Gilbert
    14,    8, percent, True        ,                ,          2,               6, Jaleel White; Maria Menounos
    14,    9, percent, True        ,                ,          1,               4, Roshon Fegan
    14,   10, percent, True        ,                ,          0,               3, 
    14,    1, rank   , False       , min            ,          0,              12, 
    14,    2, rank   , False       , min            ,          1,              12, Martina Navratilova
    14,    3, rank   , False       , min            ,          1,              11, Jack Wagner
    14,    4, rank   , False       , min            ,          1,              10, Sherri Sheperd
    14,    5, rank   , False       , min            ,          1,               9, Gavin DeGraw
    14,    6, rank   , False       , min            ,          1,               8, Gladys Knight
    14,    7, rank   , False       , min            ,          1,               7, Jaleel White
    14,    8, rank   , False       , min            ,          2,               6, Melissa Gilbert; Maria Menounos
    14,    9, rank   , False       , min            ,          1,               4, Roshon Fegan
    14,   10, rank   , False       , min            ,          0,               3, 
    14,    1, rank   , True        , min            ,          0,              12, 
    14,    2, rank   , True        , min            ,          1,              12, Martina Navratilova
    14,    3, rank   , True        , min            ,          1,              11, Jack Wagner
    14,    4, rank   , True        , min            ,          1,              10, Gladys Knight
    14,    5, rank   , True        , min            ,          1,               9, Sherri Sheperd
    14,    6, rank   , True        , min            ,          1,               8, Gavin DeGraw
    14,    7, rank   , True        , min            ,          1,               7, Melissa Gilbert
    14,    8, rank   , True        , min            ,          2,               6, Jaleel White; Maria Menounos
    14,    9, rank   , True        , min            ,          1,               4, Roshon Fegan
    14,   10, rank   , True        , min            ,          0,               3, 
    14,    1, rank   , False       , average        ,          0,              12, 
    14,    2, rank   , False       , average        ,          1,              12, Martina Navratilova
    14,    3, rank   , False       , average        ,          1,              11, Jack Wagner
    14,    4, rank   , False       , average        ,          1,              10, Sherri Sheperd
    14,    5, rank   , False       , average        ,          1,               9, Gavin DeGraw
    14,    6, rank   , False       , average        ,          1,               8, Gladys Knight
    14,    7, rank   , False       , average        ,          1,               7, Jaleel White
    14,    8, rank   , False       , average        ,          2,               6, Melissa Gilbert; Maria Menounos
    14,    9, rank   , False       , average        ,          1,               4, Roshon Fegan
    14,   10, rank   , False       , average        ,          0,               3, 
    14,    1, rank   , True        , average        ,          0,              12, 
    14,    2, rank   , True        , average        ,          1,              12, Martina Navratilova
    14,    3, rank   , True        , average        ,          1,              11, Jack Wagner
    14,    4, rank   , True        , average        ,          1,              10, Gladys Knight
    14,    5, rank   , True        , average        ,          1,               9, Sherri Sheperd
    14,    6, rank   , True        , average        ,          1,               8, Gavin DeGraw
    14,    7, rank   , True        , average        ,          1,               7, Melissa Gilbert
    14,    8, rank   , True        , average        ,          2,               6, Jaleel White; Maria Menounos
    14,    9, rank   , True        , average        ,          1,               4, Roshon Fegan
    14,   10, rank   , True        , average        ,          0,               3, 
    15,    1, percent, False       ,                ,          1,              13, Pamela Anderson
    15,    2, percent, False       ,                ,          1,              12, Joey Fatone
    15,    3, percent, False       ,                ,          2,              11, Drew Lachey; Helio Castroneves
    15,    4, percent, False       ,                ,          1,               9, Bristol Palin
    15,    5, percent, False       ,                ,          0,               8, 
    15,    6, percent, False       ,                ,          1,               8, Sabrina Bryan
    15,    7, percent, False       ,                ,          0,               7, 
    15,    8, percent, False       ,                ,          2,               7, Kirstie Alley; Gilles Marini
    15,    9, percent, False       ,                ,          2,               5, Emmitt Smith; Apolo Anton Ohno
    15,   10, percent, False       ,                ,          0,               3, 
    15,    1, percent, True        ,                ,          1,              13, Pamela Anderson
    15,    2, percent, True        ,                ,          1,              12, Bristol Palin
    15,    3, percent, True        ,                ,          2,              11, Joey Fatone; Drew Lachey
    15,    4, percent, True        ,                ,          1,               9, Helio Castroneves
    15,    5, percent, True        ,                ,          0,               8, 
    15,    6, percent, True        ,                ,          1,               8, Gilles Marini
    15,    7, percent, True        ,                ,          0,               7, 
    15,    8, percent, True        ,                ,          2,               7, Sabrina Bryan; Kirstie Alley
    15,    9, percent, True        ,                ,          2,               5, Emmitt Smith; Apolo Anton Ohno
    15,   10, percent, True        ,                ,          0,               3, 
    15,    1, rank   , False       , min            ,          1,              13, Pamela Anderson
    15,    2, rank   , False       , min            ,          1,              12, Bristol Palin
    15,    3, rank   , False       , min            ,          2,              11, Drew Lachey; Joey Fatone
    15,    4, rank   , False       , min            ,          1,               9, Helio Castroneves
    15,    5, rank   , False       , min            ,          0,               8, 
    15,    6, rank   , False       , min            ,          1,               8, Gilles Marini
    15,    7, rank   , False       , min            ,          0,               7, 
    15,    8, rank   , False       , min            ,          2,               7, Kirstie Alley; Sabrina Bryan
    15,    9, rank   , False       , min            ,          2,               5, Emmitt Smith; Apolo Anton Ohno
    15,   10, rank   , False       , min            ,          0,               3, 
    15,    1, rank   , True        , min            ,          1,              13, Pamela Anderson
    15,    2, rank   , True        , min            ,          1,              12, Bristol Palin
    15,    3, rank   , True        , min            ,          2,              11, Joey Fatone; Drew Lachey
    15,    4, rank   , True        , min            ,          1,               9, Helio Castroneves
    15,    5, rank   , True        , min            ,          0,               8, 
    15,    6, rank   , True        , min            ,          1,               8, Emmitt Smith
    15,    7, rank   , True        , min            ,          0,               7, 
    15,    8, rank   , True        , min            ,          2,               7, Sabrina Bryan; Kirstie Alley
    15,    9, rank   , True        , min            ,          2,               5, Gilles Marini; Apolo Anton Ohno
    15,   10, rank   , True        , min            ,          0,               3, 
    15,    1, rank   , False       , average        ,          1,              13, Pamela Anderson
    15,    2, rank   , False       , average        ,          1,              12, Bristol Palin
    15,    3, rank   , False       , average        ,          2,              11, Drew Lachey; Joey Fatone
    15,    4, rank   , False       , average        ,          1,               9, Helio Castroneves
    15,    5, rank   , False       , average        ,          0,               8, 
    15,    6, rank   , False       , average        ,          1,               8, Gilles Marini
    15,    7, rank   , False       , average        ,          0,               7, 
    15,    8, rank   , False       , average        ,          2,               7, Kirstie Alley; Sabrina Bryan
    15,    9, rank   , False       , average        ,          2,               5, Emmitt Smith; Apolo Anton Ohno
    15,   10, rank   , False       , average        ,          0,               3, 
    15,    1, rank   , True        , average        ,          1,              13, Pamela Anderson
    15,    2, rank   , True        , average        ,          1,              12, Bristol Palin
    15,    3, rank   , True        , average        ,          2,              11, Joey Fatone; Drew Lachey
    15,    4, rank   , True        , average        ,          1,               9, Helio Castroneves
    15,    5, rank   , True        , average        ,          0,               8, 
    15,    6, rank   , True        , average        ,          1,               8, Emmitt Smith
    15,    7, rank   , True        , average        ,          0,               7, 
    15,    8, rank   , True        , average        ,          2,               7, Sabrina Bryan; Kirstie Alley
    15,    9, rank   , True        , average        ,          2,               5, Gilles Marini; Apolo Anton Ohno
    15,   10, rank   , True        , average        ,          0,               3, 
    16,    1, percent, False       ,                ,          0,              12, 
    16,    2, percent, False       ,                ,          0,              12, 
    16,    3, percent, False       ,                ,          1,              12, Wynonna Judd
    16,    4, percent, False       ,                ,          1,              11, Lisa Vanderpump
    16,    5, percent, False       ,                ,          1,              10, D. L. Hughley
    16,    6, percent, False       ,                ,          1,               9, Dorothy Hamill
    16,    7, percent, False       ,                ,          1,               8, Andy Dick
    16,    8, percent, False       ,                ,          1,               7, Victor Ortiz
    16,    9, percent, False       ,                ,          1,               6, Sean Lowe
    16,   10, percent, False       ,                ,          1,               5, Ingo Rademacher
    16,    1, percent, True        ,                ,          0,              12, 
    16,    2, percent, True        ,                ,          0,              12, 
    16,    3, percent, True        ,                ,          1,              12, Dorothy Hamill
    16,    4, percent, True        ,                ,          1,              11, Wynonna Judd
    16,    5, percent, True        ,                ,          1,              10, Lisa Vanderpump
    16,    6, percent, True        ,                ,          1,               9, D. L. Hughley
    16,    7, percent, True        ,                ,          1,               8, Victor Ortiz
    16,    8, percent, True        ,                ,          1,               7, Andy Dick
    16,    9, percent, True        ,                ,          1,               6, Sean Lowe
    16,   10, percent, True        ,                ,          1,               5, Ingo Rademacher
    16,    1, rank   , False       , min            ,          0,              12, 
    16,    2, rank   , False       , min            ,          0,              12, 
    16,    3, rank   , False       , min            ,          1,              12, Wynonna Judd
    16,    4, rank   , False       , min            ,          1,              11, Lisa Vanderpump
    16,    5, rank   , False       , min            ,          1,              10, D. L. Hughley
    16,    6, rank   , False       , min            ,          1,               9, Victor Ortiz
    16,    7, rank   , False       , min            ,          1,               8, Andy Dick
    16,    8, rank   , False       , min            ,          1,               7, Sean Lowe
    16,    9, rank   , False       , min            ,          1,               6, Ingo Rademacher
    16,   10, rank   , False       , min            ,          1,               5, Dorothy Hamill
    16,    1, rank   , True        , min            ,          0,              12, 
    16,    2, rank   , True        , min            ,          0,              12, 
    16,    3, rank   , True        , min            ,          1,              12, Wynonna Judd
    16,    4, rank   , True        , min            ,          1,              11, Dorothy Hamill
    16,    5, rank   , True        , min            ,          1,              10, Lisa Vanderpump
    16,    6, rank   , True        , min            ,          1,               9, D. L. Hughley
    16,    7, rank   , True        , min            ,          1,               8, Victor Ortiz
    16,    8, rank   , True        , min            ,          1,               7, Andy Dick
    16,    9, rank   , True        , min            ,          1,               6, Sean Lowe
    16,   10, rank   , True        , min            ,          1,               5, Ingo Rademacher
    16,    1, rank   , False       , average        ,          0,              12, 
    16,    2, rank   , False       , average        ,          0,              12, 
    16,    3, rank   , False       , average        ,          1,              12, Wynonna Judd
    16,    4, rank   , False       , average        ,          1,              11, Lisa Vanderpump
    16,    5, rank   , False       , average        ,          1,              10, D. L. Hughley
    16,    6, rank   , False       , average        ,          1,               9, Victor Ortiz
    16,    7, rank   , False       , average        ,          1,               8, Andy Dick
    16,    8, rank   , False       , average        ,          1,               7, Sean Lowe
    16,    9, rank   , False       , average        ,          1,               6, Ingo Rademacher
    16,   10, rank   , False       , average        ,          1,               5, Dorothy Hamill
    16,    1, rank   , True        , average        ,          0,              12, 
    16,    2, rank   , True        , average        ,          0,              12, 
    16,    3, rank   , True        , average        ,          1,              12, Wynonna Judd
    16,    4, rank   , True        , average        ,          1,              11, Dorothy Hamill
    16,    5, rank   , True        , average        ,          1,              10, Lisa Vanderpump
    16,    6, rank   , True        , average        ,          1,               9, D. L. Hughley
    16,    7, rank   , True        , average        ,          1,               8, Victor Ortiz
    16,    8, rank   , True        , average        ,          1,               7, Andy Dick
    16,    9, rank   , True        , average        ,          1,               6, Sean Lowe
    16,   10, rank   , True        , average        ,          1,               5, Ingo Rademacher
    17,    1, percent, False       ,                ,          0,              12, 
    17,    2, percent, False       ,                ,          1,              12, Keyshawn Johnson
    17,    3, percent, False       ,                ,          1,              11, Bill Nye
    17,    4, percent, False       ,                ,          1,              10, Valerie Harper
    17,    5, percent, False       ,                ,          1,               9, Christina Milian
    17,    6, percent, False       ,                ,          0,               8, 
    17,    7, percent, False       ,                ,          1,               8, "Nicole ""Snooki"" Polizzi"
