season,era_label,week,celebrity_name,industry_cluster,celebrity_age_during_season,judge_score_raw,judge_share,judge_rank,is_elimination_week,is_finalist
9,Percentage Era (S3-S27),10,Mya                        ,Musician,29,28.333199999999998,0.34320309320309317,2.0,True,False
9,Percentage Era (S3-S27),10,Kelly Osbourne             ,Reality Star,24,25.2222,0.305519216233502,3.0,False,True
10,Percentage Era (S3-S27),1,Nicole Scherzinger         ,Musician,31,25.0,0.11961722488038277,1.0,False,False
10,Percentage Era (S3-S27),1,Evan Lysacek               ,Athlete,24,23.0,0.11004784688995216,2.0,False,False
10,Percentage Era (S3-S27),1,Pamela Anderson            ,Other,42,21.0,0.10047846889952153,3.0,False,False
10,Percentage Era (S3-S27),1,Erin Andrews               ,Other,32,21.0,0.10047846889952153,3.0,False,True
10,Percentage Era (S3-S27),1,Jake Pavelka               ,Reality Star,32,20.0,0.09569377990430622,5.0,False,False
10,Percentage Era (S3-S27),1,Shannen Doherty            ,Actor/Actress,38,18.0,0.0861244019138756,6.0,False,False
10,Percentage Era (S3-S27),1,Niecy Nash                 ,Actor/Actress,40,18.0,0.0861244019138756,6.0,False,False
10,Percentage Era (S3-S27),1,Chad Ochocinco             ,Athlete,32,18.0,0.0861244019138756,6.0,False,False
10,Percentage Era (S3-S27),1,Kate Gosselin              ,Reality Star,35,16.0,0.07655502392344497,9.0,False,False
10,Percentage Era (S3-S27),1,Aiden Turner               ,Actor/Actress,32,15.0,0.07177033492822966,10.0,False,False
10,Percentage Era (S3-S27),1,Buzz Aldrin                ,Other,80,14.0,0.06698564593301436,11.0,False,False
10,Percentage Era (S3-S27),2,Nicole Scherzinger         ,Musician,31,28.0,0.12727272727272726,1.0,False,False
10,Percentage Era (S3-S27),2,Evan Lysacek               ,Athlete,24,24.0,0.10909090909090909,2.0,False,False
10,Percentage Era (S3-S27),2,Erin Andrews               ,Other,32,23.0,0.10454545454545454,3.0,False,True
10,Percentage Era (S3-S27),2,Pamela Anderson            ,Other,42,22.0,0.1,4.0,False,False
10,Percentage Era (S3-S27),2,Niecy Nash                 ,Actor/Actress,40,21.0,0.09545454545454546,5.0,False,False
10,Percentage Era (S3-S27),2,Shannen Doherty            ,Actor/Actress,38,20.0,0.09090909090909091,6.0,True,False
10,Percentage Era (S3-S27),2,Jake Pavelka               ,Reality Star,32,20.0,0.09090909090909091,6.0,False,False
10,Percentage Era (S3-S27),2,Aiden Turner               ,Actor/Actress,32,19.0,0.08636363636363636,8.0,False,False
10,Percentage Era (S3-S27),2,Chad Ochocinco             ,Athlete,32,16.0,0.07272727272727272,9.0,False,False
10,Percentage Era (S3-S27),2,Kate Gosselin              ,Reality Star,35,15.0,0.06818181818181818,10.0,False,False
10,Percentage Era (S3-S27),2,Buzz Aldrin                ,Other,80,12.0,0.05454545454545454,11.0,False,False
10,Percentage Era (S3-S27),3,Evan Lysacek               ,Athlete,24,26.0,0.12807881773399016,1.0,False,False
10,Percentage Era (S3-S27),3,Nicole Scherzinger         ,Musician,31,23.0,0.11330049261083744,2.0,False,False
10,Percentage Era (S3-S27),3,Erin Andrews               ,Other,32,23.0,0.11330049261083744,2.0,False,True
10,Percentage Era (S3-S27),3,Niecy Nash                 ,Actor/Actress,40,21.0,0.10344827586206896,4.0,False,False
10,Percentage Era (S3-S27),3,Pamela Anderson            ,Other,42,21.0,0.10344827586206896,4.0,False,False
10,Percentage Era (S3-S27),3,Jake Pavelka               ,Reality Star,32,21.0,0.10344827586206896,4.0,False,False
10,Percentage Era (S3-S27),3,Aiden Turner               ,Actor/Actress,32,20.0,0.09852216748768473,7.0,False,False
10,Percentage Era (S3-S27),3,Chad Ochocinco             ,Athlete,32,20.0,0.09852216748768473,7.0,False,False
10,Percentage Era (S3-S27),3,Kate Gosselin              ,Reality Star,35,15.0,0.07389162561576355,9.0,False,False
10,Percentage Era (S3-S27),3,Buzz Aldrin                ,Other,80,13.0,0.06403940886699508,10.0,True,False
10,Percentage Era (S3-S27),4,Evan Lysacek               ,Athlete,24,26.0,0.14016172506738545,1.0,False,False
10,Percentage Era (S3-S27),4,Nicole Scherzinger         ,Musician,31,25.0,0.1347708894878706,2.0,False,False
10,Percentage Era (S3-S27),4,Pamela Anderson            ,Other,42,23.5,0.12668463611859837,3.0,False,False
10,Percentage Era (S3-S27),4,Chad Ochocinco             ,Athlete,32,22.0,0.11859838274932614,4.0,False,False
10,Percentage Era (S3-S27),4,Erin Andrews               ,Other,32,19.5,0.10512129380053908,5.0,False,True
10,Percentage Era (S3-S27),4,Jake Pavelka               ,Reality Star,32,19.0,0.10242587601078167,6.0,False,False
10,Percentage Era (S3-S27),4,Niecy Nash                 ,Actor/Actress,40,18.0,0.09703504043126684,7.0,False,False
10,Percentage Era (S3-S27),4,Aiden Turner               ,Actor/Actress,32,16.5,0.0889487870619946,8.0,True,False
10,Percentage Era (S3-S27),4,Kate Gosselin              ,Reality Star,35,16.0,0.0862533692722372,9.0,False,False
10,Percentage Era (S3-S27),5,Nicole Scherzinger         ,Musician,31,29.0,0.1676300578034682,1.0,False,False
10,Percentage Era (S3-S27),5,Evan Lysacek               ,Athlete,24,27.0,0.15606936416184972,2.0,False,False
10,Percentage Era (S3-S27),5,Jake Pavelka               ,Reality Star,32,23.0,0.1329479768786127,3.0,False,False
10,Percentage Era (S3-S27),5,Erin Andrews               ,Other,32,22.0,0.12716763005780346,4.0,False,True
10,Percentage Era (S3-S27),5,Pamela Anderson            ,Other,42,21.0,0.12138728323699421,5.0,False,False
10,Percentage Era (S3-S27),5,Niecy Nash                 ,Actor/Actress,40,18.0,0.10404624277456648,6.0,False,False
10,Percentage Era (S3-S27),5,Chad Ochocinco             ,Athlete,32,18.0,0.10404624277456648,6.0,False,False
10,Percentage Era (S3-S27),5,Kate Gosselin              ,Reality Star,35,15.0,0.08670520231213873,8.0,True,False
10,Percentage Era (S3-S27),6,Nicole Scherzinger         ,Musician,31,35.9999,0.17224890226905065,1.0,False,False
10,Percentage Era (S3-S27),6,Erin Andrews               ,Other,32,34.0,0.16267997069846646,2.0,False,True
10,Percentage Era (S3-S27),6,Chad Ochocinco             ,Athlete,32,30.999899999999997,0.14832537716633498,3.0,False,False
10,Percentage Era (S3-S27),6,Pamela Anderson            ,Other,42,29.9998,0.1435401936752898,4.0,False,False
10,Percentage Era (S3-S27),6,Evan Lysacek               ,Athlete,24,27.0,0.12918703555466454,5.0,False,False
10,Percentage Era (S3-S27),6,Niecy Nash                 ,Actor/Actress,40,25.9998,0.1244013735931173,6.0,False,False
10,Percentage Era (S3-S27),6,Jake Pavelka               ,Reality Star,32,24.999899999999997,0.1196171470430762,7.0,True,False
10,Percentage Era (S3-S27),7,Evan Lysacek               ,Athlete,24,27.0,0.17363344051446947,1.0,False,False
10,Percentage Era (S3-S27),7,Nicole Scherzinger         ,Musician,31,27.0,0.17363344051446947,1.0,False,False
10,Percentage Era (S3-S27),7,Chad Ochocinco             ,Athlete,32,26.0,0.16720257234726688,3.0,False,False
10,Percentage Era (S3-S27),7,Pamela Anderson            ,Other,42,25.5,0.1639871382636656,4.0,True,False
10,Percentage Era (S3-S27),7,Erin Andrews               ,Other,32,25.5,0.1639871382636656,4.0,False,True
10,Percentage Era (S3-S27),7,Niecy Nash                 ,Actor/Actress,40,24.5,0.15755627009646303,6.0,False,False
10,Percentage Era (S3-S27),8,Nicole Scherzinger         ,Musician,31,29.5,0.233201581027668,1.0,False,False
10,Percentage Era (S3-S27),8,Evan Lysacek               ,Athlete,24,26.5,0.20948616600790515,2.0,False,False
10,Percentage Era (S3-S27),8,Erin Andrews               ,Other,32,26.5,0.20948616600790515,2.0,False,True
10,Percentage Era (S3-S27),8,Chad Ochocinco             ,Athlete,32,22.5,0.17786561264822134,4.0,False,False
10,Percentage Era (S3-S27),8,Niecy Nash                 ,Actor/Actress,40,21.5,0.16996047430830039,5.0,True,False
10,Percentage Era (S3-S27),9,Evan Lysacek               ,Athlete,24,29.5,0.2610619469026549,1.0,False,False
10,Percentage Era (S3-S27),9,Nicole Scherzinger         ,Musician,31,29.5,0.2610619469026549,1.0,False,False
10,Percentage Era (S3-S27),9,Erin Andrews               ,Other,32,28.0,0.24778761061946902,3.0,False,True
10,Percentage Era (S3-S27),9,Chad Ochocinco             ,Athlete,32,26.0,0.23008849557522124,4.0,True,False
10,Percentage Era (S3-S27),10,Nicole Scherzinger         ,Musician,31,28.7777,0.3481193038992962,1.0,True,False
10,Percentage Era (S3-S27),10,Erin Andrews               ,Other,32,26.9998,0.32661232765023673,2.0,False,True
10,Percentage Era (S3-S27),10,Evan Lysacek               ,Athlete,24,26.888699999999996,0.325268368450467,3.0,True,False
11,Percentage Era (S3-S27),1,Jennifer Grey              ,Actor/Actress,50,24.0,0.10572687224669604,1.0,False,False
11,Percentage Era (S3-S27),1,Kyle Massey                ,Actor/Actress,19,23.0,0.1013215859030837,2.0,False,False
11,Percentage Era (S3-S27),1,Brandy                     ,Musician,31,23.0,0.1013215859030837,2.0,False,False
11,Percentage Era (S3-S27),1,Rick Fox                   ,Athlete,41,22.0,0.09691629955947137,4.0,False,False
11,Percentage Era (S3-S27),1,Kurt Warner                ,Athlete,39,19.0,0.08370044052863436,5.0,False,False
11,Percentage Era (S3-S27),1,Audrina Patridge           ,Reality Star,25,19.0,0.08370044052863436,5.0,False,False
11,Percentage Era (S3-S27),1,Florence Henderson         ,Actor/Actress,76,18.0,0.07929515418502203,7.0,False,False
11,Percentage Era (S3-S27),1,Bristol Palin              ,Reality Star,19,18.0,0.07929515418502203,7.0,False,True
11,Percentage Era (S3-S27),1,Michael Bolton             ,Musician,57,16.0,0.07048458149779736,9.0,False,False
11,Percentage Era (S3-S27),1,David Hasselhoff           ,Actor/Actress,58,15.0,0.06607929515418502,10.0,True,False
11,Percentage Era (S3-S27),1,Margaret Cho               ,Other,41,15.0,0.06607929515418502,10.0,False,False
11,Percentage Era (S3-S27),1,The Situation              ,Reality Star,28,15.0,0.06607929515418502,10.0,False,False
11,Percentage Era (S3-S27),2,Jennifer Grey              ,Actor/Actress,50,24.0,0.1085972850678733,1.0,False,False
11,Percentage Era (S3-S27),2,Audrina Patridge           ,Reality Star,25,23.0,0.10407239819004525,2.0,False,False
11,Percentage Era (S3-S27),2,Kyle Massey                ,Actor/Actress,19,22.0,0.09954751131221719,3.0,False,False
11,Percentage Era (S3-S27),2,Bristol Palin              ,Reality Star,19,22.0,0.09954751131221719,3.0,False,True
11,Percentage Era (S3-S27),2,Rick Fox                   ,Athlete,41,21.0,0.09502262443438914,5.0,False,False
11,Percentage Era (S3-S27),2,Kurt Warner                ,Athlete,39,21.0,0.09502262443438914,5.0,False,False
11,Percentage Era (S3-S27),2,Brandy                     ,Musician,31,21.0,0.09502262443438914,5.0,False,False
11,Percentage Era (S3-S27),2,Florence Henderson         ,Actor/Actress,76,19.0,0.08597285067873303,8.0,False,False
11,Percentage Era (S3-S27),2,Margaret Cho               ,Other,41,18.0,0.08144796380090498,9.0,False,False
11,Percentage Era (S3-S27),2,The Situation              ,Reality Star,28,18.0,0.08144796380090498,9.0,False,False
11,Percentage Era (S3-S27),2,Michael Bolton             ,Musician,57,12.0,0.05429864253393665,11.0,True,False
11,Percentage Era (S3-S27),3,Audrina Patridge           ,Reality Star,25,26.0,0.11764705882352941,1.0,False,False
11,Percentage Era (S3-S27),3,Jennifer Grey              ,Actor/Actress,50,24.0,0.1085972850678733,2.0,False,False
11,Percentage Era (S3-S27),3,Rick Fox                   ,Athlete,41,24.0,0.1085972850678733,2.0,False,False
11,Percentage Era (S3-S27),3,Brandy                     ,Musician,31,24.0,0.1085972850678733,2.0,False,False
11,Percentage Era (S3-S27),3,Kyle Massey                ,Actor/Actress,19,23.0,0.10407239819004525,5.0,False,False
11,Percentage Era (S3-S27),3,Kurt Warner                ,Athlete,39,23.0,0.10407239819004525,5.0,False,False
11,Percentage Era (S3-S27),3,Florence Henderson         ,Actor/Actress,76,20.0,0.09049773755656108,7.0,False,False
11,Percentage Era (S3-S27),3,The Situation              ,Reality Star,28,20.0,0.09049773755656108,7.0,False,False
11,Percentage Era (S3-S27),3,Bristol Palin              ,Reality Star,19,19.0,0.08597285067873303,9.0,False,True
11,Percentage Era (S3-S27),3,Margaret Cho               ,Other,41,18.0,0.08144796380090498,10.0,True,False
11,Percentage Era (S3-S27),4,Jennifer Grey              ,Actor/Actress,50,28.0,0.1564245810055866,1.0,False,False
11,Percentage Era (S3-S27),4,Brandy                     ,Musician,31,24.0,0.1340782122905028,2.0,False,False
11,Percentage Era (S3-S27),4,Audrina Patridge           ,Reality Star,25,23.0,0.12849162011173185,3.0,False,False
11,Percentage Era (S3-S27),4,Kyle Massey                ,Actor/Actress,19,20.0,0.11173184357541899,4.0,False,False
11,Percentage Era (S3-S27),4,Rick Fox                   ,Athlete,41,19.5,0.10893854748603352,5.0,False,False
11,Percentage Era (S3-S27),4,Florence Henderson         ,Actor/Actress,76,17.5,0.09776536312849161,6.0,False,False
11,Percentage Era (S3-S27),4,Kurt Warner                ,Athlete,39,17.0,0.09497206703910614,7.0,False,False
11,Percentage Era (S3-S27),4,Bristol Palin              ,Reality Star,19,16.0,0.0893854748603352,8.0,False,True
11,Percentage Era (S3-S27),4,The Situation              ,Reality Star,28,14.0,0.0782122905027933,9.0,True,False
11,Percentage Era (S3-S27),5,Brandy                     ,Musician,31,27.0,0.14835164835164835,1.0,False,False
11,Percentage Era (S3-S27),5,Jennifer Grey              ,Actor/Actress,50,25.0,0.13736263736263737,2.0,False,False
11,Percentage Era (S3-S27),5,Rick Fox                   ,Athlete,41,24.0,0.13186813186813187,3.0,False,False
11,Percentage Era (S3-S27),5,Kurt Warner                ,Athlete,39,24.0,0.13186813186813187,3.0,False,False
11,Percentage Era (S3-S27),5,Audrina Patridge           ,Reality Star,25,23.0,0.12637362637362637,5.0,False,False
11,Percentage Era (S3-S27),5,Florence Henderson         ,Actor/Actress,76,21.0,0.11538461538461539,6.0,True,False
11,Percentage Era (S3-S27),5,Kyle Massey                ,Actor/Actress,19,20.0,0.10989010989010989,7.0,False,False
11,Percentage Era (S3-S27),5,Bristol Palin              ,Reality Star,19,18.0,0.0989010989010989,8.0,False,True
11,Percentage Era (S3-S27),6,Brandy                     ,Musician,31,35.9999,0.1739131484985698,1.0,False,False
11,Percentage Era (S3-S27),6,Audrina Patridge           ,Reality Star,25,31.9998,0.15458892856159417,2.0,True,False
11,Percentage Era (S3-S27),6,Rick Fox                   ,Athlete,41,30.0,0.14492802632665908,3.0,False,False
11,Percentage Era (S3-S27),6,Kyle Massey                ,Actor/Actress,19,29.999899999999997,0.14492754323323798,4.0,False,False
11,Percentage Era (S3-S27),6,Jennifer Grey              ,Actor/Actress,50,29.0,0.14009709211577043,5.0,False,False
11,Percentage Era (S3-S27),6,Bristol Palin              ,Reality Star,19,27.9998,0.13526519171803963,6.0,False,True
11,Percentage Era (S3-S27),6,Kurt Warner                ,Athlete,39,21.9999,0.1062800695461289,7.0,False,False
11,Percentage Era (S3-S27),7,Jennifer Grey              ,Actor/Actress,50,36.5,0.1750599520383693,1.0,False,False
11,Percentage Era (S3-S27),7,Brandy                     ,Musician,31,36.5,0.1750599520383693,1.0,False,False
11,Percentage Era (S3-S27),7,Kurt Warner                ,Athlete,39,35.0,0.16786570743405277,3.0,False,False
11,Percentage Era (S3-S27),7,Rick Fox                   ,Athlete,41,34.5,0.16546762589928057,4.0,True,False
11,Percentage Era (S3-S27),7,Kyle Massey                ,Actor/Actress,19,33.5,0.1606714628297362,5.0,False,False
11,Percentage Era (S3-S27),7,Bristol Palin              ,Reality Star,19,32.5,0.15587529976019185,6.0,False,True
11,Percentage Era (S3-S27),8,Jennifer Grey              ,Actor/Actress,50,28.5,0.21509433962264152,1.0,False,False
11,Percentage Era (S3-S27),8,Brandy                     ,Musician,31,28.5,0.21509433962264152,1.0,False,False
11,Percentage Era (S3-S27),8,Kyle Massey                ,Actor/Actress,19,28.0,0.21132075471698114,3.0,False,False
11,Percentage Era (S3-S27),8,Kurt Warner                ,Athlete,39,24.0,0.1811320754716981,4.0,True,False
11,Percentage Era (S3-S27),8,Bristol Palin              ,Reality Star,19,23.5,0.17735849056603772,5.0,False,True
11,Percentage Era (S3-S27),9,Jennifer Grey              ,Actor/Actress,50,30.0,0.2631578947368421,1.0,False,False
11,Percentage Era (S3-S27),9,Kyle Massey                ,Actor/Actress,19,29.0,0.2543859649122807,2.0,False,False
11,Percentage Era (S3-S27),9,Brandy                     ,Musician,31,28.5,0.25,3.0,True,False
11,Percentage Era (S3-S27),9,Bristol Palin              ,Reality Star,19,26.5,0.2324561403508772,4.0,False,True
11,Percentage Era (S3-S27),10,Jennifer Grey              ,Actor/Actress,50,30.0,0.36144665408832316,1.0,True,False
11,Percentage Era (S3-S27),10,Kyle Massey                ,Actor/Actress,19,27.333199999999998,0.3293164561842318,2.0,True,False
11,Percentage Era (S3-S27),10,Bristol Palin              ,Reality Star,19,25.666600000000003,0.3092368897274452,3.0,False,True
12,Percentage Era (S3-S27),1,Ralph Macchio              ,Actor/Actress,49,24.0,0.11594202898550725,1.0,False,False
12,Percentage Era (S3-S27),1,Kirstie Alley              ,Actor/Actress,60,23.0,0.1111111111111111,2.0,False,False
12,Percentage Era (S3-S27),1,Chelsea Kane               ,Actor/Actress,22,21.0,0.10144927536231885,3.0,False,True
12,Percentage Era (S3-S27),1,Hines Ward                 ,Athlete,35,21.0,0.10144927536231885,3.0,False,False
12,Percentage Era (S3-S27),1,Chris Jericho              ,Athlete,40,19.0,0.09178743961352658,5.0,False,False
12,Percentage Era (S3-S27),1,Romeo                      ,Musician,21,19.0,0.09178743961352658,5.0,False,False
12,Percentage Era (S3-S27),1,Petra Nemcova              ,Other,31,18.0,0.08695652173913043,7.0,False,False
12,Percentage Era (S3-S27),1,Kendra Wilkinson           ,Reality Star,25,18.0,0.08695652173913043,7.0,False,False
12,Percentage Era (S3-S27),1,Sugar Ray Leonard          ,Athlete,54,17.0,0.0821256038647343,9.0,False,False
12,Percentage Era (S3-S27),1,Wendy Williams             ,Reality Star,46,14.0,0.06763285024154589,10.0,False,False
12,Percentage Era (S3-S27),1,Mike Catherwood            ,Other,32,13.0,0.06280193236714976,11.0,False,False
12,Percentage Era (S3-S27),2,Hines Ward                 ,Athlete,35,23.0,0.10648148148148148,1.0,False,False
12,Percentage Era (S3-S27),2,Chris Jericho              ,Athlete,40,23.0,0.10648148148148148,1.0,False,False
12,Percentage Era (S3-S27),2,Romeo                      ,Musician,21,23.0,0.10648148148148148,1.0,False,False
12,Percentage Era (S3-S27),2,Ralph Macchio              ,Actor/Actress,49,21.0,0.09722222222222222,4.0,False,False
12,Percentage Era (S3-S27),2,Kirstie Alley              ,Actor/Actress,60,20.0,0.09259259259259259,5.0,False,False
12,Percentage Era (S3-S27),2,Kendra Wilkinson           ,Reality Star,25,19.0,0.08796296296296297,6.0,False,False
12,Percentage Era (S3-S27),2,Chelsea Kane               ,Actor/Actress,22,18.0,0.08333333333333333,7.0,False,True
12,Percentage Era (S3-S27),2,Petra Nemcova              ,Other,31,18.0,0.08333333333333333,7.0,False,False
12,Percentage Era (S3-S27),2,Sugar Ray Leonard          ,Athlete,54,17.0,0.0787037037037037,9.0,False,False
12,Percentage Era (S3-S27),2,Mike Catherwood            ,Other,32,17.0,0.0787037037037037,9.0,True,False
12,Percentage Era (S3-S27),2,Wendy Williams             ,Reality Star,46,17.0,0.0787037037037037,9.0,False,False
12,Percentage Era (S3-S27),3,Hines Ward                 ,Athlete,35,25.0,0.11682242990654206,1.0,False,False
12,Percentage Era (S3-S27),3,Petra Nemcova              ,Other,31,25.0,0.11682242990654206,1.0,False,False
12,Percentage Era (S3-S27),3,Chelsea Kane               ,Actor/Actress,22,23.0,0.10747663551401869,3.0,False,True
12,Percentage Era (S3-S27),3,Kendra Wilkinson           ,Reality Star,25,23.0,0.10747663551401869,3.0,False,False
12,Percentage Era (S3-S27),3,Ralph Macchio              ,Actor/Actress,49,21.0,0.09813084112149532,5.0,False,False
12,Percentage Era (S3-S27),3,Kirstie Alley              ,Actor/Actress,60,21.0,0.09813084112149532,5.0,False,False
12,Percentage Era (S3-S27),3,Chris Jericho              ,Athlete,40,21.0,0.09813084112149532,5.0,False,False
12,Percentage Era (S3-S27),3,Sugar Ray Leonard          ,Athlete,54,20.0,0.09345794392523364,8.0,False,False
12,Percentage Era (S3-S27),3,Romeo                      ,Musician,21,20.0,0.09345794392523364,8.0,False,False
12,Percentage Era (S3-S27),3,Wendy Williams             ,Reality Star,46,15.0,0.07009345794392523,10.0,True,False
12,Percentage Era (S3-S27),4,Chelsea Kane               ,Actor/Actress,22,26.0,0.1262135922330097,1.0,False,True
12,Percentage Era (S3-S27),4,Ralph Macchio              ,Actor/Actress,49,25.0,0.12135922330097088,2.0,False,False
12,Percentage Era (S3-S27),4,Hines Ward                 ,Athlete,35,25.0,0.12135922330097088,2.0,False,False
12,Percentage Era (S3-S27),4,Chris Jericho              ,Athlete,40,23.0,0.11165048543689321,4.0,False,False
12,Percentage Era (S3-S27),4,Petra Nemcova              ,Other,31,23.0,0.11165048543689321,4.0,False,False
12,Percentage Era (S3-S27),4,Romeo                      ,Musician,21,23.0,0.11165048543689321,4.0,False,False
12,Percentage Era (S3-S27),4,Kirstie Alley              ,Actor/Actress,60,22.0,0.10679611650485436,7.0,False,False
12,Percentage Era (S3-S27),4,Sugar Ray Leonard          ,Athlete,54,21.0,0.10194174757281553,8.0,True,False
12,Percentage Era (S3-S27),4,Kendra Wilkinson           ,Reality Star,25,18.0,0.08737864077669903,9.0,False,False
12,Percentage Era (S3-S27),5,Hines Ward                 ,Athlete,35,27.0,0.13917525773195877,1.0,False,False
12,Percentage Era (S3-S27),5,Chelsea Kane               ,Actor/Actress,22,26.0,0.13402061855670103,2.0,False,True
12,Percentage Era (S3-S27),5,Chris Jericho              ,Athlete,40,26.0,0.13402061855670103,2.0,False,False
12,Percentage Era (S3-S27),5,Romeo                      ,Musician,21,26.0,0.13402061855670103,2.0,False,False
12,Percentage Era (S3-S27),5,Kirstie Alley              ,Actor/Actress,60,23.0,0.11855670103092783,5.0,False,False
12,Percentage Era (S3-S27),5,Ralph Macchio              ,Actor/Actress,49,22.0,0.1134020618556701,6.0,False,False
12,Percentage Era (S3-S27),5,Petra Nemcova              ,Other,31,22.0,0.1134020618556701,6.0,True,False
12,Percentage Era (S3-S27),5,Kendra Wilkinson           ,Reality Star,25,22.0,0.1134020618556701,6.0,False,False
12,Percentage Era (S3-S27),6,Chelsea Kane               ,Actor/Actress,22,28.0,0.15555555555555556,1.0,False,True
12,Percentage Era (S3-S27),6,Romeo                      ,Musician,21,28.0,0.15555555555555556,1.0,False,False
12,Percentage Era (S3-S27),6,Hines Ward                 ,Athlete,35,27.0,0.15,3.0,False,False
12,Percentage Era (S3-S27),6,Kirstie Alley              ,Actor/Actress,60,26.0,0.14444444444444443,4.0,False,False
12,Percentage Era (S3-S27),6,Kendra Wilkinson           ,Reality Star,25,25.0,0.1388888888888889,5.0,False,False
12,Percentage Era (S3-S27),6,Ralph Macchio              ,Actor/Actress,49,24.0,0.13333333333333333,6.0,False,False
12,Percentage Era (S3-S27),6,Chris Jericho              ,Athlete,40,22.0,0.12222222222222222,7.0,True,False
12,Percentage Era (S3-S27),7,Ralph Macchio              ,Actor/Actress,49,33.0,0.17506631299734748,1.0,False,False
12,Percentage Era (S3-S27),7,Hines Ward                 ,Athlete,35,33.0,0.17506631299734748,1.0,False,False
12,Percentage Era (S3-S27),7,Chelsea Kane               ,Actor/Actress,22,32.0,0.16976127320954906,3.0,False,True
12,Percentage Era (S3-S27),7,Kendra Wilkinson           ,Reality Star,25,30.5,0.16180371352785147,4.0,True,False
12,Percentage Era (S3-S27),7,Kirstie Alley              ,Actor/Actress,60,30.0,0.15915119363395225,5.0,False,False
12,Percentage Era (S3-S27),7,Romeo                      ,Musician,21,30.0,0.15915119363395225,5.0,False,False
12,Percentage Era (S3-S27),8,Chelsea Kane               ,Actor/Actress,22,27.5,0.21153846153846154,1.0,False,True
12,Percentage Era (S3-S27),8,Hines Ward                 ,Athlete,35,27.0,0.2076923076923077,2.0,False,False
12,Percentage Era (S3-S27),8,Kirstie Alley              ,Actor/Actress,60,26.5,0.20384615384615384,3.0,False,False
12,Percentage Era (S3-S27),8,Romeo                      ,Musician,21,26.0,0.2,4.0,True,False
12,Percentage Era (S3-S27),8,Ralph Macchio              ,Actor/Actress,49,23.0,0.17692307692307693,5.0,False,False
12,Percentage Era (S3-S27),9,Chelsea Kane               ,Actor/Actress,22,36.5,0.31063829787234043,1.0,False,True
12,Percentage Era (S3-S27),9,Hines Ward                 ,Athlete,35,30.0,0.2553191489361702,2.0,False,False
12,Percentage Era (S3-S27),9,Kirstie Alley              ,Actor/Actress,60,27.0,0.2297872340425532,3.0,False,False
12,Percentage Era (S3-S27),9,Ralph Macchio              ,Actor/Actress,49,24.0,0.20425531914893616,4.0,True,False
12,Percentage Era (S3-S27),10,Chelsea Kane               ,Actor/Actress,22,29.666600000000003,0.33969480071129965,1.0,False,True
12,Percentage Era (S3-S27),10,Hines Ward                 ,Athlete,35,29.666600000000003,0.33969480071129965,1.0,True,False
12,Percentage Era (S3-S27),10,Kirstie Alley              ,Actor/Actress,60,27.999899999999997,0.32061039857740076,3.0,True,False
13,Percentage Era (S3-S27),1,J.R. Martinez              ,Actor/Actress,28,22.0,0.10138248847926268,1.0,False,False
13,Percentage Era (S3-S27),1,Chynna Phillips            ,Musician,43,22.0,0.10138248847926268,1.0,False,False
13,Percentage Era (S3-S27),1,Hope Solo                  ,Athlete,30,21.0,0.0967741935483871,3.0,False,False
13,Percentage Era (S3-S27),1,Ricki Lake                 ,Actor/Actress,42,20.0,0.09216589861751152,4.0,False,True
13,Percentage Era (S3-S27),1,Kristin Cavallari          ,Reality Star,24,19.0,0.08755760368663594,5.0,False,False
13,Percentage Era (S3-S27),1,David Arquette             ,Actor/Actress,40,18.0,0.08294930875576037,6.0,False,False
13,Percentage Era (S3-S27),1,Carson Kressley            ,Reality Star,41,17.0,0.07834101382488479,7.0,False,False
13,Percentage Era (S3-S27),1,Chaz Bono                  ,Reality Star,42,17.0,0.07834101382488479,7.0,False,False
13,Percentage Era (S3-S27),1,Nancy Grace                ,Reality Star,51,16.0,0.07373271889400922,9.0,False,False
13,Percentage Era (S3-S27),1,Rob Kardashian             ,Reality Star,24,16.0,0.07373271889400922,9.0,False,False
13,Percentage Era (S3-S27),1,Elisabetta Canalis         ,Actor/Actress,33,15.0,0.06912442396313365,11.0,False,False
13,Percentage Era (S3-S27),1,Metta World Peace (Ron)    ,Athlete,31,14.0,0.06451612903225806,12.0,True,False
13,Percentage Era (S3-S27),2,Ricki Lake                 ,Actor/Actress,42,23.0,0.1031390134529148,1.0,False,True
13,Percentage Era (S3-S27),2,J.R. Martinez              ,Actor/Actress,28,22.0,0.09865470852017937,2.0,False,False
13,Percentage Era (S3-S27),2,Kristin Cavallari          ,Reality Star,24,22.0,0.09865470852017937,2.0,False,False
13,Percentage Era (S3-S27),2,Elisabetta Canalis         ,Actor/Actress,33,21.0,0.09417040358744394,4.0,True,False
13,Percentage Era (S3-S27),2,Chynna Phillips            ,Musician,43,21.0,0.09417040358744394,4.0,False,False
13,Percentage Era (S3-S27),2,Nancy Grace                ,Reality Star,51,21.0,0.09417040358744394,4.0,False,False
13,Percentage Era (S3-S27),2,Rob Kardashian             ,Reality Star,24,21.0,0.09417040358744394,4.0,False,False
13,Percentage Era (S3-S27),2,Hope Solo                  ,Athlete,30,19.0,0.08520179372197309,8.0,False,False
13,Percentage Era (S3-S27),2,David Arquette             ,Actor/Actress,40,18.0,0.08071748878923767,9.0,False,False
